count|employer_name|employer_address1|employer_address2|employer_city
2|LegitScript LLC|2175 NW Raleigh Street|Suite 350|Portland
2|Global Transportation Engineering Inc|227 SW Pine Street|Suite 220|Portland
2|Global Transportation Engineering|227 SW Pine Street|Suite 220|PORTLAND (MULTNOMAH)
2|Kueny Law LLC|3040 Commercial Street SE|Suite 135|Salem
2|Kueny Law LLC|3040 Commercial Street SE||Salem
2|PaperCut Services North America|308 SW 1st Ave|Suite 300|Portland
2|PaperCut Services North America LLC|308 SW 1st Ave|Suite 300|Portland
2|Obility Consulting Inc|308 SW 1st Avenue|Suite 401|Portland
2|PaperCut Services North America LLC|308 SW 1st Avenue||Portland
2|Recess Studios LLC|350 SE Mill St.|Suite 1|Portland
2|Recess Studios LLC|350 SE Mill St.||Portland
2|AeroTract LLC|409 Ermine St SE||Albany
2|JH AeroTract LLC|409 Ermine St SE||Albany
2|BRIGHTWORKS SUSTAINABILITY LLC|412 NW COUCH ST|SUITE 202|PORTLAND
2|First Forty Feet LLC|412 NW Couch St|Ste 405|Portland
2|AHEADCOMPUTING INC|4145 SW WATSON AVENUE|Suite 500|Beaverton
2|RFPIO Inc|4145 SW Watson Avenue|Suite 450|Beaverton
2|MCK Controls LLC|5200 Meadows Road|Suite 150|Lake Oswego
2|KAMIND IT Inc|5200 Meadows Road|Suite 150|Lake Oswego
2|CrackaJack Digital Solutions LLC (formerly known as Crackajack Solutions LLC)|5319 SW Westgate Drive|Suite 232|Portland
2|Crackajack Digital Solutions LLC|5319 SW Westgate Drive|Suite 232|Portland
2|IWORLD TRANSLATIONS 26|5856 NE 25 AVENUE|B|PORTLAND
2|IWorld Translations 26|5856 NE 25 Avenue|B|Portland
2|Burch Energy Services Inc|6130 NE, 78th Ct. Ste.  C10||PORTLAND
2|Energy Services Inc|6130 NE, 78th Ct. Ste.  C10||PORTLAND
2|Cooper Zietz Engineers Inc|6400 SE Lake Road|Suite 270|Portland
2|Akana|6400 SE Lake Road|Suite 270|Portland
2|Hansen Hunter & Co. P.C.|7080 SW Fir Loop|Suite 100|Portland
2|Hansen Hunter LLC|7080 SW Fir Loop|Suite 100|Portland
2|DKS Associates Inc|720 SW Washington Street|Suite 500|Portland
2|BORA Architects Inc|720 SW Washington Street|Suite 800|Portland
2|TM Rippey Consulting Engineers Inc|7650 SW Beveland St.|Ste 100|Tigard
2|TM Rippey Consulting Engineers Inc|7650 SW Beveland St.|Suite 100|Tigard
2|Vanderwall Law Office LLC|8625 SW Cascade Avenue|Suite 450|Beaverton
2|Anitian Inc|8625 SW Cascade Avenue|Suite 500|Beaverton
2|Childrens Cancer Therapy Development Institute|9025 NE Von Neumann Drive|Suite 110|Hillsboro
2|Childrens Cancer Therapy Development Institute|9025 NE von Neumann Drive|suite 110|Hillsboro
2|OmniData Inc|920 SW 6th Avenue|Flr. 12th|Portland
2|OmniData Insights|920 SW 6th Avenue|Flr. 12th|Portland
2|WHPacific Inc|9450 SW Commerce Circle|Suite 300|Wilsonville
2|GeoDesign Inc|9450 SW Commerce Circle|Suite 300|Wilsonville
2|Accely Inc|9450 SW Gemini Drive|Suite 61944|Beaverton
2|Sana Labs Inc|9450 SW Gemini Drive||Beaverton
2|CentauriIT LLC|9620 Tanasbourne Dr|Suite 300|Hillsboro
2|CentauriIT LLC|9620 Tanasbourne Dr|Suite 300 23|Hillsboro
2|CROW ENGINEERING INC|9925 SW NIMBUS AVE|100|BEVERTON
2|CROW ENGINEERING INC|9925 SW NIMBUS AVE|110|BEVERTON
2|Mackenzie Engineering Inc|RiverEast Center|1515 SE Water Ave., Suite 100|Portland
2|MacKenzie Engineering Inc|Rivereast Center|1515 S.E. Water Avenue, Suite 100|Portland
1|Oregon Social Learning Center Foundation Inc|10 Shelton McMurphey Blvd||Eugene
1|Oregon Social Learning Center Foundation Inc|10 Shelton McMurphey Blvd.||Eugene
